gene,weight
TRPS1,0.500961
RERE,0.500961
ASH1,0.500961
SP2,0.500961
SP3,0.500961
SP4,0.500961
SP5,0.500961
SP6,0.500961
SP8,0.500961
SP9,0.500961
SP-N,0.500961
KLF1,0.500961
KLF2,0.500961
KLF3,0.500961
KLF6_7,0.500961
KLF8_12,0.500961
KLF9S,0.500961
KLF10_11,0.500961
KLF15,0.500961
KLF17,0.500961
EGR2,0.500961
EGR3,0.500961
EGR4,0.500961
SWI5,0.500961
WT1,0.500961
HKB,0.500961
GLIS1_3,0.500961
GLIS2,0.500961
ZIC1,0.500961
ZIC2,0.500961
ZIC3,0.500961
ZIC4,0.500961
ZIC5,0.500961
ZICN,0.500961
CI,0.500961
SNAI1,0.500961
SNAI2,0.500961
SNAI3,0.500961
SCRT,0.500961
ZBTB14,0.500961
ZBTB21,0.500961
ZBTB35,0.500961
ZBTB49,0.500961
GZF1,0.500961
BCL6B,0.500961
PATZ1,0.500961
HIC,0.500961
MYNN,0.500961
BR-C,0.500961
ZBED2,0.500961
ZBED3,0.500961
ZBED4,0.500961
ZBED6,0.500961
PRDM1,0.500961
PRDM4,0.500961
PRDM5,0.500961
PRDM10,0.500961
PRDM11,0.500961
PRDM13,0.500961
PRDM14,0.500961
PRDM15,0.500961
ADR1,0.500961
MIG,0.500961
MSN2_4,0.500961
GIS1,0.500961
OSR,0.500961
OVOL,0.500961
IKZF,0.500961
MZF1,0.500961
GFI1,0.500961
TSHZ,0.500961
HIVEP,0.500961
PLAG1,0.500961
PLAGL1,0.500961
PLAGL2,0.500961
RREB1,0.500961
BCL11A,0.500961
BCL11B,0.500961
MTF1,0.500961
BNC,0.500961
GTF3A,0.500961
RFA1,0.500961
ZNF142,0.500961
ZNF148,0.500961
ZNF274,0.500961
ZNF335,0.500961
ZNF341,0.500961
ZNF362_384,0.500961
ZNF408,0.500961
ZNF423,0.500961
ZNF462,0.500961
ZNF513,0.500961
ZNF516,0.500961
ZNF521,0.500961
ZNF638,0.500961
ZNF644,0.500961
ZNF687,0.500961
ZNF711,0.500961
ZNF750,0.500961
KRAB,0.500961
ZKSCAN,0.500961
SCAN,0.500961
FEZF,0.500961
CASZ1,0.500961
KR,0.500961
CBT,0.500961
HB,0.500961
GL,0.500961
CF2,0.500961
DRM,0.500961
RME1,0.500961
BRLA,0.500961
SFP1,0.500961
SDC-1,0.500961
CON7,0.500961
CRZ1,0.500961
NSF1,0.500961
MNL1,0.500961
CAS5,0.500961
ST18,0.500961
ZFPM1,0.500961
ZFPM2,0.500961
L3MBTL,0.500961
LYER,0.500961
ZC3H8,0.500961
CXXC5,0.500961
TET1,0.500961
IDAX,0.500961
CAT8,0.500961
GAL4,0.500961
LEU3,0.500961
UME6,0.500961
AMDR,0.500961
UGA3,0.500961
ARG81,0.500961
CYP1,0.500961
PUT3,0.500961
RGT1,0.500961
GLIZ,0.500961
ASAR,0.500961
PRO1,0.500961
WOR2,0.500961
CZF1,0.500961
RAI1,0.500961
CNBP,0.500961
ZC4H2,0.500961
TCF20,0.500961
ABF1,0.500961
HOXA9,0.500961
HOX_9,0.500961
HOXA10,0.500961
HOXC10,0.500961
HOXD10,0.500961
HOXA11,0.500961
HOX_11,0.500961
HOX_12,0.500961
HOX_13,0.500961
HOX_1,0.500961
HOX_2,0.500961
HOX_3,0.500961
HOX_4,0.500961
HOX_5,0.500961
HOX_6,0.500961
HOX_7,0.500961
HOX_8,0.500961
GSH,0.500961
IPF1,0.500961
CDX1_4,0.500961
CDX2,0.500961
EVX,0.500961
GBX,0.500961
HLXB9,0.500961
MEOX,0.500961
ABDB,0.500961
BCD,0.500961
NKX1,0.500961
NKX2-1,0.500961
NKX2-2,0.500961
NKX2-3,0.500961
NKX2-4,0.500961
NKX2-5,0.500961
NKX2-6,0.500961
NKX2-8,0.500961
NKX3-2,0.500961
NKX5,0.500961
NKX6-1,0.500961
NKX6-2,0.500961
NKX6-3,0.500961
NKXN,0.500961
DLX1_4_6,0.500961
DLX2,0.500961
DLX3,0.500961
DLX5,0.500961
TLX1,0.500961
TLX2,0.500961
TLX3,0.500961
HLX1,0.500961
EMX,0.500961
VAX,0.500961
EN,0.500961
MSX,0.500961
LBX,0.500961
HHEX,0.500961
BARHL,0.500961
BARX,0.500961
NANOG,0.500961
BSX,0.500961
DBX,0.500961
NOTO,0.500961
VENTX,0.500961
ARX,0.500961
ALX3,0.500961
ALX4,0.500961
GSC,0.500961
GSCL,0.500961
OTX1,0.500961
OTX2,0.500961
PROP1,0.500961
UNC4,0.500961
PRRX,0.500961
PHOX2,0.500961
SHOX,0.500961
RAX,0.500961
RAXL,0.500961
ALX1,0.500961
VSX1,0.500961
VSX2,0.500961
CRX,0.500961
ESX1,0.500961
NOBOX,0.500961
PITX1,0.500961
PITX2,0.500961
PITX3,0.500961
HESX1,0.500961
ARGFX,0.500961
DMBX1,0.500961
DPRX,0.500961
DRGX,0.500961
DUX,0.500961
HOPX,0.500961
ISX,0.500961
LEUTX,0.500961
MIXL1,0.500961
OTP,0.500961
RHOXF1,0.500961
RHOXF2,0.500961
SEBOX,0.500961
TPRX1,0.500961
PAX1_9,0.500961
PAX3_7,0.500961
PAX4,0.500961
PAX5,0.500961
PAX6,0.500961
ISL1,0.500961
ISL2,0.500961
LMX1,0.500961
LHX1,0.500961
LHX2_9,0.500961
LHX3_4,0.500961
LHX5,0.500961
LHX6_8,0.500961
CSRP,0.500961
POU1F,0.500961
POU2F,0.500961
POU3F,0.500961
POU4F,0.500961
POU5F,0.500961
POU6F,0.500961
HDX,0.500961
TCF1,0.500961
TCF2,0.500961
HMBOX1,0.500961
SIX1,0.500961
SIX2,0.500961
SIX3_6,0.500961
SIX4,0.500961
SIX5,0.500961
ZFHX2,0.500961
ZFHX3,0.500961
ZFHX4,0.500961
ZEB2,0.500961
ADNP2,0.500961
ZHX1,0.500961
ZHX2,0.500961
ZHX3,0.500961
HOMEZ,0.500961
NANOGNB,0.500961
CUTL,0.500961
ONECUT1,0.500961
ONECUT2,0.500961
ONECUT3,0.500961
PROX1,0.500961
PROX2,0.500961
PBX1,0.500961
PBX2,0.500961
PBX3,0.500961
PBX4,0.500961
MEIS1,0.500961
MEIS2,0.500961
MEIS3,0.500961
TGIF1,0.500961
TGIF2,0.500961
TGIF2L,0.500961
IRX,0.500961
MKX,0.500961
PKNOX,0.500961
HTH,0.500961
MATA2,0.500961
DAN,0.500961
HD-ZIP,0.500961
MATA1,0.500961
PHO2,0.500961
YOX1,0.500961
K09362,0.500961
FOXA2,0.500961
FOXC,0.500961
FOXG,0.500961
FOXN,0.500961
FOXA1,0.500961
FOXA3,0.500961
FOXJ1,0.500961
E2F4_5,0.500961
E2F6,0.500961
E2F7_8,0.500961
TFDP1,0.500961
TFDP2,0.500961
TFDP3,0.500961
FOXB,0.500961
FOXD,0.500961
FOXE,0.500961
FOXF,0.500961
FOXH,0.500961
FOXI,0.500961
FOXJ2_3,0.500961
FOXK,0.500961
FOXL,0.500961
FOXM,0.500961
FOXO3,0.500961
FOXO4,0.500961
FOXO6,0.500961
FOXP1,0.500961
FOXP2_4,0.500961
FOXP3,0.500961
FOXQ,0.500961
FOXX,0.500961
FKHL18,0.500961
HCM1,0.500961
FKH,0.500961
HSF1,0.500961
HSF2,0.500961
HSF3,0.500961
HSF4,0.500961
HSFF,0.500961
MYB,0.500961
MYBL1,0.500961
MYBL2,0.500961
MYBP,0.500961
MYB30,0.500961
PAP1,0.500961
LHY,0.500961
CCA1,0.500961
SNAPC4,0.500961
DMTF1,0.500961
BAS1,0.500961
REB1,0.500961
K09425,0.500961
RAP1,0.500961
ADF1,0.500961
ELF1_2_4,0.500961
K09429,0.500961
ELF5,0.500961
EHF,0.500961
ELK3,0.500961
ELK4,0.500961
ETV1,0.500961
ETV2,0.500961
ETV3,0.500961
ETV4,0.500961
ETV6_7,0.500961
ERF,0.500961
ETS2,0.500961
FLI1,0.500961
FEV,0.500961
SPIB,0.500961
SPIC,0.500961
GABPA,0.500961
SPDEF,0.500961
K09443,0.500961
IRF2,0.500961
IRF4,0.500961
IRF5,0.500961
IRF7,0.500961
IRF8,0.500961
TEAD,0.500961
REL,0.500961
NFKBIB,0.500961
NFKBID,0.500961
NFKBIE,0.500961
NFKBIZ,0.500961
NFKBIL1,0.500961
NFKBIL2,0.500961
BCL3,0.500961
GABPB,0.500961
NFATC1,0.500961
NFATC2,0.500961
NFATC3,0.500961
NFATC4,0.500961
NFAT5,0.500961
TP73,0.500961
TP63,0.500961
MEF2A,0.500961
MEF2B,0.500961
MEF2C,0.500961
K09264,0.500961
MCM1,0.500961
ARG80,0.500961
RLM1,0.500961
SMP1,0.500961
SRF,0.500961
SP100,0.500961
SP110,0.500961
SP140,0.500961
DEAF1,0.500961
GMEB,0.500961
SRY,0.500961
SOX1S,0.500961
SOX2,0.500961
SOX4,0.500961
SOX11_12,0.500961
SOX5_6_13,0.500961
SOX7S,0.500961
SOX9,0.500961
SOX17,0.500961
SOX15_30,0.500961
CIC,0.500961
BBX,0.500961
HBP1,0.500961
UBTF,0.500961
HMO1,0.500961
RFG1,0.500961
K09274,0.500961
NFYA,0.500961
NFYB,0.500961
NFYC,0.500961
TFCP2,0.500961
CSDA,0.500961
YBX1,0.500961
YBX2,0.500961
RUNX2,0.500961
RUNX3,0.500961
RUN,0.500961
LZ,0.500961
RUNXA_B,0.500961
MYRF,0.500961
NDT80,0.500961
BRA,0.500961
EOMES,0.500961
TBR1,0.500961
TBX1,0.500961
TBX2,0.500961
TBX3,0.500961
TBX4,0.500961
TBX5,0.500961
TBX6,0.500961
TBX10,0.500961
TBX15,0.500961
TBX18,0.500961
TBX19,0.500961
TBX20,0.500961
TBX21,0.500961
TBX22,0.500961
TCP21,0.500961
DMRT1,0.500961
DMRT2,0.500961
DMRT3,0.500961
DMRT4_5,0.500961
DMRT6,0.500961
DMRT7,0.500961
DMRT8,0.500961
AP2,0.500961
OVM,0.500961
EREBP,0.500961
ERF1,0.500961
ERF2,0.500961
ORCA2_3,0.500961
PTI4,0.500961
PTI5,0.500961
PTI6,0.500961
RAV,0.500961
WRKY1,0.500961
WRKY2,0.500961
WRKY22,0.500961
WRKY25,0.500961
WRKY29,0.500961
WRKY33,0.500961
LBD16,0.500961
LBD18,0.500961
LBD29,0.500961
K09281,0.500961
AKNA,0.500961
CARF,0.500961
CAMTA,0.500961
GCM,0.500961
CIART,0.500961
TMEM18,0.500961
MN1,0.500961
CHCHD2,0.500961
GON4L,0.500961
PURA,0.500961
PURB,0.500961
MYEF2,0.500961
EIN3,0.500961
STE12,0.500961
WHI5,0.500961
IME1,0.500961
SUM1,0.500961
HOT1,0.500961
MSS11,0.500961
GTI1,0.500961
EFG1,0.500961
araC,0.500961
hpaA,0.500961
rhaR,0.500961
rhaS,0.500961
chbR,0.500961
adiY,0.500961
eutR,0.500961
ybtA,0.500961
chpD,0.500961
appY,0.500961
tcpN,0.500961
envY,0.500961
pchR,0.500961
soxS,0.500961
marA,0.500961
feaR,0.500961
pobR,0.500961
mtrA,0.500961
tetD,0.500961
exsA,0.500961
rclR,0.500961
alkR,0.500961
gadW,0.500961
gadX,0.500961
melR,0.500961
nimR,0.500961
tfoS,0.500961
btr,0.500961
K13652,0.500961
K13653,0.500961
K07506,0.500961
ada,0.500961
ada-alkA,0.500961
adaA,0.500961
ftrA,0.500961
cdhR,0.500961
gbdR,0.500961
gcvA,0.500961
ilvY,0.500961
pcaQ,0.500961
metR,0.500961
nhaR,0.500961
oxyR,0.500961
leuO,0.500961
hcaR,0.500961
tdcA,0.500961
gltC,0.500961
aphB,0.500961
allS,0.500961
cynR,0.500961
cysB,0.500961
dsdC,0.500961
tcuR,0.500961
mdcR,0.500961
abgR,0.500961
nodD,0.500961
dmlR,0.500961
dhcR,0.500961
galR,0.500961
ampR,0.500961
mexT,0.500961
bpeT,0.500961
citR,0.500961
nac,0.500961
spvR,0.500961
fitG,0.500961
phcA,0.500961
mvfR,0.500961
hypT,0.500961
aaeR,0.500961
bauR,0.500961
cbbR,0.500961
pycR,0.500961
ttdR,0.500961
bsdA,0.500961
catM,0.500961
benM,0.500961
cysL,0.500961
ftsR,0.500961
pltR,0.500961
hdfR,0.500961
pgrR,0.500961
ytlI,0.500961
glpR,0.500961
lacR,0.500961
gatR,0.500961
agaR,0.500961
fucR,0.500961
fruR2,0.500961
srlR,0.500961
ulaR,0.500961
spoIIID,0.500961
iolR,0.500961
accR,0.500961
glcR,0.500961
ccpN,0.500961
ycnK,0.500961
sufR,0.500961
lacI,0.500961
cytR,0.500961
fruR1,0.500961
scrR,0.500961
treR,0.500961
ascG,0.500961
idnR,0.500961
ebgR,0.500961
malI,0.500961
bxlR,0.500961
yidP,0.500961
treR2,0.500961
yydK,0.500961
gmuR,0.500961
hutC,0.500961
frlR,0.500961
mngR,0.500961
gamR,0.500961
nagR,0.500961
dasR,0.500961
K03710,0.500961
fadR,0.500961
pdhR,0.500961
glcC,0.500961
uxuR,0.500961
exuR,0.500961
dgoR,0.500961
nanR,0.500961
K00375,0.500961
norG,0.500961
plmA,0.500961
ytrA,0.500961
vanR,0.500961
mcbR,0.500961
csiR,0.500961
rspR,0.500961
lgoR,0.500961
tgnR,0.500961
tetR,0.500961
tetC,0.500961
betI,0.500961
rutR,0.500961
hapR,0.500961
aefR,0.500961
ysiA,0.500961
nemR,0.500961
uidR,0.500961
mexL,0.500961
mexZ,0.500961
nalC,0.500961
nalD,0.500961
adeN,0.500961
envR,0.500961
nfxB,0.500961
ameR,0.500961
lfrR,0.500961
qacR,0.500961
lmrA,0.500961
cmeR,0.500961
mphR,0.500961
bdcR,0.500961
fhrR,0.500961
icaR,0.500961
ethR,0.500961
acnR,0.500961
fabR,0.500961
fatR,0.500961
kstR,0.500961
kstR2,0.500961
nicS,0.500961
cecR,0.500961
mftR,0.500961
K22295,0.500961
rcdA,0.500961
asnC,0.500961
lysM,0.500961
doeX,0.500961
ybaO,0.500961
malT,0.500961
alkS,0.500961
luxR,0.500961
csgD,0.500961
gerE,0.500961
rcsA,0.500961
lasR,0.500961
rhlR,0.500961
bjaR1,0.500961
sdiA,0.500961
solR,0.500961
cepR2,0.500961
cciR,0.500961
traR,0.500961
expR,0.500961
cinR,0.500961
bisR,0.500961
cviR,0.500961
vjbR,0.500961
toxJ,0.500961
vpsT,0.500961
ecpR,0.500961
dctR,0.500961
bglJ,0.500961
ramR,0.500961
gutR,0.500961
gadE,0.500961
marR,0.500961
slyA,0.500961
hpr,0.500961
mhqR,0.500961
emrR,0.500961
mexR,0.500961
mgrA,0.500961
mepR,0.500961
rot,0.500961
tcaR,0.500961
nicR,0.500961
hosA,0.500961
ohrR,0.500961
glnR,0.500961
merR,0.500961
merD,0.500961
zntR,0.500961
soxR,0.500961
hspR,0.500961
bmrR,0.500961
golS,0.500961
mlrA,0.500961
tipA,0.500961
adhR,0.500961
bluR,0.500961
litR,0.500961
tnrA,0.500961
yfmP,0.500961
fur,0.500961
furA,0.500961
zur,0.500961
zurR,0.500961
perR,0.500961
irr,0.500961
iclR,0.500961
pcaR,0.500961
mhpR,0.500961
allR,0.500961
qsmR,0.500961
blcR,0.500961
yiaJ,0.500961
crp,0.500961
fnr,0.500961
ftrB,0.500961
fixK,0.500961
cooA,0.500961
malR,0.500961
cprK,0.500961
prfA,0.500961
ntcA,0.500961
flp,0.500961
dnr,0.500961
nnrR,0.500961
cmr,0.500961
ldrP,0.500961
yeiL,0.500961
iscR,0.500961
nsrR,0.500961
rirA,0.500961
cymR,0.500961
oqxR,0.500961
arsR,0.500961
arsR-arsC,0.500961
cmtR,0.500961
nmtR,0.500961
czrA,0.500961
smtB,0.500961
hlyU,0.500961
K07721,0.500961
boxR,0.500961
ramB,0.500961
thiR,0.500961
sutR,0.500961
troR,0.500961
mntR,0.500961
padR,0.500961
aphA,0.500961
gvpE,0.500961
rpiR,0.500961
glvR,0.500961
murR,0.500961
hexR,0.500961
blaI,0.500961
mecI,0.500961
birA,0.500961
trpR,0.500961
ner,0.500961
sgrR,0.500961
nadR,0.500961
mqsA,0.500961
puuR,0.500961
hipB,0.500961
pezA,0.500961
slrR,0.500961
nprR,0.500961
rgg2,0.500961
rgg3,0.500961
rghR,0.500961
dicA,0.500961
plcR,0.500961
ropB,0.500961
traA,0.500961
higA,0.500961
cylR2,0.500961
prgX,0.500961
susR,0.500961
nrpRI,0.500961
gbsR,0.500961
opcR,0.500961
trmB,0.500961
bat,0.500961
dmsR,0.500961
tfx,0.500961
flrA,0.500961
txr,0.500961
vpsR,0.500961
dgaR,0.500961
gfrR,0.500961
acoR,0.500961
vasH,0.500961
sfa3,0.500961
sfa2,0.500961
hyfR,0.500961
norR,0.500961
fhlA,0.500961
nifA,0.500961
cdaR,0.500961
rocR,0.500961
modE,0.500961
rex,0.500961
codY,0.500961
dcmR,0.500961
csa3,0.500961
dauR,0.500961
K07726,0.500961
K07727,0.500961
K07728,0.500961
K07729,0.500961
K07730,0.500961
K07731,0.500961
nikR,0.500961
ndoAI,0.500961
metJ,0.500961
putA,0.500961
manR,0.500961
glcT,0.500961
licT,0.500961
licR,0.500961
bglG1,0.500961
atxA,0.500961
acpA,0.500961
acpB,0.500961
frvR,0.500961
whiB1_2_3_4,0.500961
whiB5,0.500961
whiB6,0.500961
whiB7,0.500961
nosR,0.500961
nirI,0.500961
cprC,0.500961
frmR,0.500961
rcnR,0.500961
csoR,0.500961
pucR,0.500961
putR,0.500961
abrB,0.500961
spoVT,0.500961
rcoM,0.500961
bolA,0.500961
embR,0.500961
sbnI,0.500961
carD,0.500961
glpP,0.500961
lacT,0.500961
rfaH,0.500961
nagC,0.500961
mlc,0.500961
hrcA,0.500961
tenA,0.500961
tenI,0.500961
tyrR,0.500961
hilA,0.500961
gcvR,0.500961
paaX,0.500961
pspF,0.500961
pspC,0.500961
cggR,0.500961
lsrR,0.500961
med,0.500961
dhaR,0.500961
rnk,0.500961
pyrR,0.500961
rsfA,0.500961
splA,0.500961
alpA,0.500961
paiB,0.500961
algH,0.500961
caiF,0.500961
dksA,0.500961
nrdR,0.500961
hutP,0.500961
crl,0.500961
comX1_2,0.500961
comK,0.500961
rtcR,0.500961
xpsR,0.500961
dicC,0.500961
brz,0.500961
mraZ,0.500961
fimY,0.500961
ygiV,0.500961
JADE2,0.4997011
HOS1,0.4997011
CBX4,0.4997011
RNF1_2,0.4997011
UHRF1,0.4997011
WDR70,0.4997011
WDR76,0.4997011
CCNF,0.4997011
TOPORS,0.4997011
FAM175B,0.4997011
BABAM,0.4997011
BRE,0.4997011
BRCA1,0.4997011
BARD1,0.4997011
FBXW1_11,0.4997011
FBXW5,0.4997011
CUL7,0.4997011
HERC2,0.4997011
APC9,0.4997011
SWM1,0.4997011
CDC20,0.4997011
FBXO5,0.4997011
FBXO43,0.4997011
pepD,0.49909413
ADRBK,0.4910789
CSK,0.4910789
PTK7,0.4910789
PRKCH,0.4910789
TRRAP,0.4879517
AURKB,0.4879517
BUB1B,0.4879517
AURKC,0.4879517
NEK2,0.4879517
CSNK1D,0.4879517
GSG2,0.4879517
ILK,0.4879517
LCK,0.4879517
PLK2,0.4879517
PLK4,0.4879517
SIK2,0.4879517
NEK3,0.4879517
NEK6,0.4879517
NEK7,0.4879517
NEK9,0.4879517
AURKX,0.4879517
PLK3,0.4879517
BRD2,0.4879517
BRD3,0.4879517
BRD4,0.4879517
BRDT,0.4879517
HSD17B10,0.4831437
EPHX1,0.48288971
EPHX2,0.48288971
EPHX3,0.48288971
EPHX4,0.48288971
ALS2,0.4800165
MHC1,0.4742383
ITGA4,0.4742383
ITGA5,0.4742383
ITGA7,0.4742383
ITGB7,0.4742383
ITGB6,0.4742383
ITGA1,0.4742383
ITGB8,0.4742383
ATPeV0A,0.4742383
ATPeV1B,0.4742383
COL6A,0.4742383
VTN,0.4742383
VWF,0.4742383
ITGB4,0.4742383
TADA3,0.4711111
PPP2R1,0.4711111
PPP2R2,0.4711111
PPP2R3,0.4711111
PPP2R5,0.4711111
CHD4,0.4711111
PARD6,0.4711111
TUBG,0.4711111
DLG1,0.4711111
TRIM24,0.4522866
TRIM28,0.4522866
TRIM33,0.4522866
MAP3K1,0.4522866
KEG,0.4522866
DCAF1,0.4522866
UBC,0.4443514
RP-L40e,0.4443514
UBE1L,0.4443514
UBE2G1,0.4443514
UBE2G2,0.4443514
UBE2J1,0.4443514
UBE2J2,0.4443514
UBE2L3,0.4443514
UBE2L6,0.4443514
SLC1A3,0.4398343
DPEP,0.43717501
ADGRE5,0.43717501
DPP4,0.43717501
TFRC,0.43717501
CTSB,0.43717501
MEP1A,0.43717501
C4,0.43717501
CNDP2,0.43717501
ACE,0.43717501
ACY1,0.43717501
ASAH1,0.43717501
CTSC,0.43717501
CTSD,0.43717501
ECE,0.43717501
ELANE,0.43717501
ENPEP,0.43717501
KLK1_2,0.43717501
MME,0.43717501
PRSS1_2_3,0.43717501
STE24,0.43717501
TPP1,0.43717501
CFI,0.43717501
CSTA_B,0.43717501
CST3,0.43717501
ADGRV1,0.43717501
PLG,0.43717501
SERPINE1,0.43717501
SERPING1,0.43717501
SERPINA1,0.43717501
ABHD12,0.43717501
HP,0.43717501
SERPINC1,0.43717501
SERPIND1,0.43717501
TAF4,0.4367071
SIN3A,0.4367071
RCOR1,0.4367071
ISG15,0.435446
UBE3A,0.435446
UBR4,0.435446
TAF2,0.43404781
LMLN,0.43404781
ESP1,0.43404781
MAP2K3,0.432602
MAP2K6,0.432602
MAD1,0.4325591
MAD2,0.4325591
MAD2L2,0.4325591
CCNB1,0.4325591
CCNB2,0.4325591
CCNB3,0.4325591
CDC25B,0.4325591
CDC25C,0.4325591
PRKCZ,0.4236966
PRKCI,0.4236966
EIF2AK2,0.4236966
ATM,0.4236966
ATR,0.4236966
TYK2,0.4236966
PRKCD,0.4220646
TNFRSF1A,0.4157614
ITPR2,0.4141294
ITPR3,0.4141294
RYR2,0.4141294
RYR3,0.4141294
GRIN2A,0.4141294
GRIN2C,0.4141294
GRIN2D,0.4141294
EIF2S1,0.4141294
MCU,0.4141294
PPP3C,0.4141294
PPP3R,0.4141294
IL1A,0.4141294
IL1B,0.4141294
BIRC6,0.39838271
BAP1,0.39838271
UCHL3,0.39838271
UCHL5,0.39838271
CYLD,0.39838271
USP1,0.39838271
USP2,0.39838271
USP3,0.39838271
USP4_11,0.39838271
USP6_32,0.39838271
USP7,0.39838271
USP9_24,0.39838271
USP10,0.39838271
USP12_46,0.39838271
USP14,0.39838271
USP16_45,0.39838271
USP17,0.39838271
USP18_41,0.39838271
USP19,0.39838271
USP20_33,0.39838271
USP21,0.39838271
USP25,0.39838271
USP26_29_37,0.39838271
USP28,0.39838271
USP31,0.39838271
USP34,0.39838271
USP35_38,0.39838271
USP36_42,0.39838271
USP40,0.39838271
USP43,0.39838271
USP44_49,0.39838271
USP47,0.39838271
USP48,0.39838271
UBP1,0.39838271
UBP7_11,0.39838271
UBP9_13,0.39838271
UBP10,0.39838271
UBP16,0.39838271
OTUB1,0.39838271
OTUB2,0.39838271
OTUD3,0.39838271
OTUD5,0.39838271
OTUD7A_B,0.39838271
TNFAIP3,0.39838271
VCPIP1,0.39838271
ZRANB1,0.39838271
JOSD,0.39838271
MYSM1,0.39838271
STAMBPL1,0.39838271
DESI2,0.39838271
SENP1,0.39838271
SENP2,0.39838271
SENP3,0.39838271
SENP5,0.39838271
SENP6,0.39838271
SENP7,0.39838271
SENP8,0.39838271
DESI1,0.39838271
USPL1,0.39838271
COPS5,0.39838271
STK10,0.3851446
MOS,0.3851446
PKMYT,0.3851446
SYT1,0.382109
SYT2,0.382109
SYT3,0.382109
SYT4,0.382109
SYT5,0.382109
SYT6,0.382109
SYT7,0.382109
SYT8,0.382109
SYT9,0.382109
SYT10,0.382109
SYT11,0.382109
SYT12,0.382109
SYT13,0.382109
SYT14_16,0.382109
SYT15,0.382109
SYT17,0.382109
SYTL,0.382109
KO_44808,0.382109
DOC2A,0.382109
DOC2B,0.382109
DOC2G,0.382109
CRISP1_2_3,0.382109
EQTN,0.382109
GLRA1,0.382109
GLRB,0.382109
PKDREJ,0.382109
RIMS1,0.382109
RIMS2,0.382109
RIMS3,0.382109
RIMS4,0.382109
TSPOAP1,0.382109
SDC1,0.382109
SPESP1,0.382109
TNP2,0.382109
ZP1,0.382109
ZP2,0.382109
ZP3,0.382109
PLB1,0.382109
PLCD,0.382109
PLCE,0.382109
PLCZ,0.382109
PLCH,0.382109
PLD3_4,0.382109
CDK5R2,0.382109
PIP5K,0.382109
SRCIN1,0.382109
ANKRD54,0.382109
CASKIN,0.382109
ndk,0.382109
APBA1,0.382109
LIN7,0.382109
NCS1,0.382109
NRXN,0.382109
NLGN,0.382109
PCLO,0.382109
CADPS,0.382109
IL1RAPL,0.382109
SDF4,0.382109
SYCN,0.382109
VSNL1,0.382109
CABP1_2_4_5,0.382109
PNKD,0.382109
RAB3C,0.382109
RAB26,0.382109
RAB27A,0.382109
RAB37,0.382109
RAB3GAP2,0.382109
RPH3A,0.382109
RPH3AL,0.382109
SEC2,0.382109
SYN,0.382109
STXBP5,0.382109
SNAP29,0.382109
RABIF,0.382109
GAS8,0.382109
ZWINT,0.382109
INPP5B_F,0.382109
TBC1D1,0.382109
TBC1D4,0.382109
GRTP1,0.382109
TBC1D8_9,0.382109
TBC1D10,0.382109
TBC1D17,0.382109
TBC1D21,0.382109
TBC1D30,0.382109
MICAL,0.382109
MICALL1,0.382109
MICALL2,0.382109
EHBP1,0.382109
EHBP1L1,0.382109
PEX5,0.382109
OTOF,0.382109
CHM,0.382109
RABGGTA,0.382109
RABGGTB,0.382109
MLPH,0.382109
EXPH5,0.382109
MYRIP,0.382109
DMXL,0.382109
RHOF,0.382109
RHOJ,0.382109
RHOQ,0.382109
RHOU,0.382109
RHOV,0.382109
EXOC1,0.382109
EXOC2,0.382109
EXOC3,0.382109
EXOC4,0.382109
EXOC5,0.382109
EXOC6,0.382109
EXOC8,0.382109
EXOC3L1,0.382109
EXOC3L2,0.382109
TNFAIP2,0.382109
TPM1_2,0.382109
CHS5,0.382109
CHS6,0.382109
BUD7,0.382109
CHGA,0.382109
CHGB,0.382109
ERC1,0.382109
ERC2,0.382109
MSO1,0.382109
RBSN,0.382109
PLEK,0.382109
PRAM1,0.382109
SCAMP,0.382109
SFH5,0.382109
STEAP1,0.382109
STEAP2,0.382109
STEAP3,0.382109
STEAP4,0.382109
STX11,0.382109
VAM3,0.382109
TSNARE1,0.382109
STX16,0.382109
STX5,0.382109
STX17,0.382109
STX18,0.382109
VTI1,0.382109
NSPN,0.382109
GOSR1,0.382109
GOSR2,0.382109
SEC20,0.382109
STX6,0.382109
TLG1,0.382109
SYP6,0.382109
STX8,0.382109
VAM7,0.382109
SYP5,0.382109
STX10,0.382109
BET1,0.382109
SFT1,0.382109
SYP7,0.382109
USE1,0.382109
SNAP25,0.382109
SEC9,0.382109
SNAP47,0.382109
VAMP1,0.382109
VAMP2,0.382109
VAMP3,0.382109
ATVAMP72,0.382109
VAMP8,0.382109
VAMP4,0.382109
VAMP5,0.382109
NYV1,0.382109
YKT6,0.382109
SEC22,0.382109
STXBP6,0.382109
SEC22A_C,0.382109
UNC13A_B_C,0.382109
UNC13D,0.382109
SCFD1,0.382109
LGI3,0.382109
CPLX1_2,0.382109
CPLX3_4,0.382109
ZDHHC2_15_20,0.382109
ZDHHC3_7_25,0.382109
ZDHHC4,0.382109
ZDHHC13_17,0.382109
SNAPIN,0.382109
TMEM27,0.382109
NSF,0.382109
NAPA,0.382109
NAPG,0.382109
GAP43,0.382109
SNX4,0.382109
SNX41_42,0.382109
GOLPH3,0.382109
PLEKHM1,0.382109
TOR1,0.382109
RUSC1,0.382109
NSFL1C,0.382109
UBXN2B,0.382109
